ID,Filename,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended,Glottocode
kama1351_T017,doreco_kama1351_PKZ_196X_Cauldron_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,60,yes,kama1351
kama1351_T018,doreco_kama1351_PKZ_196X_Children_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,28,yes,kama1351
kama1351_T019,doreco_kama1351_PKZ_196X_ChildrenAndRye_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,72,yes,kama1351
kama1351_T020,doreco_kama1351_PKZ_196X_Cow_nar,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,45,yes,kama1351
kama1351_T021,doreco_kama1351_PKZ_196X_CowAndCauldron_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,69,yes,kama1351
kama1351_T022,doreco_kama1351_PKZ_196X_CraneAndHeron_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,73,yes,kama1351
kama1351_T023,doreco_kama1351_PKZ_196X_DaughterAndStepdaughter_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,279,yes,kama1351
kama1351_T024,doreco_kama1351_PKZ_196X_Dream_nar,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,68,yes,kama1351
kama1351_T025,doreco_kama1351_PKZ_196X_DuckFrog_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,47,yes,kama1351
kama1351_T026,doreco_kama1351_PKZ_196X_Ducks_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,341,yes,kama1351
kama1351_T027,doreco_kama1351_PKZ_196X_EatDrinkSleep_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,34,yes,kama1351
kama1351_T028,doreco_kama1351_PKZ_196X_FairyPot_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,130,yes,kama1351
kama1351_T029,doreco_kama1351_PKZ_196X_FingerBoy_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,193,yes,kama1351
kama1351_T030,doreco_kama1351_PKZ_196X_Finist_continuation_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,medium,none,326,yes,kama1351
kama1351_T031,doreco_kama1351_PKZ_196X_Finist_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,medium,none,451,yes,kama1351
kama1351_T032,doreco_kama1351_PKZ_196X_FireBird_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,medium,punctual,806,yes,kama1351
kama1351_T033,doreco_kama1351_PKZ_196X_FiveHorses_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,punctual,45,yes,kama1351
kama1351_T034,doreco_kama1351_PKZ_196X_FoolishPeople_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,punctual,160,yes,kama1351
kama1351_T035,doreco_kama1351_PKZ_196X_FoxAndBear_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,102,yes,kama1351
kama1351_T036,doreco_kama1351_PKZ_196X_FoxAndCauldron_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,punctual,70,yes,kama1351
kama1351_T037,doreco_kama1351_PKZ_196X_FoxAndCrane_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,84,yes,kama1351
kama1351_T038,doreco_kama1351_PKZ_196X_FoxAndDogs_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,92,yes,kama1351
kama1351_T039,doreco_kama1351_PKZ_196X_FoxAndFlea_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,33,yes,kama1351
kama1351_T040,doreco_kama1351_PKZ_196X_FoxAndGrouse_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,83,yes,kama1351
kama1351_T041,doreco_kama1351_PKZ_196X_FoxAndHare_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,325,yes,kama1351
kama1351_T042,doreco_kama1351_PKZ_196X_FoxAndSparrow_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,125,yes,kama1351
kama1351_T043,doreco_kama1351_PKZ_196X_FrogPrincess_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,358,yes,kama1351
kama1351_T044,doreco_kama1351_PKZ_196X_Gate_nar,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,46,yes,kama1351
kama1351_T045,doreco_kama1351_PKZ_196X_GirlsWent_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,12,yes,kama1351
kama1351_T046,doreco_kama1351_PKZ_196X_GoatFuneral_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,251,yes,kama1351
kama1351_T047,doreco_kama1351_PKZ_196X_GoatHunting_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,61,yes,kama1351
kama1351_T048,doreco_kama1351_PKZ_196X_GoatSheepCat_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,256,yes,kama1351
kama1351_T049,doreco_kama1351_PKZ_196X_Gold_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,181,yes,kama1351
kama1351_T050,doreco_kama1351_PKZ_196X_GoldenApple_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,67,yes,kama1351
kama1351_T051,doreco_kama1351_PKZ_196X_GreedyWife_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,248,yes,kama1351
kama1351_T052,doreco_kama1351_PKZ_196X_HareAndRooster_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,140,yes,kama1351
kama1351_T053,doreco_kama1351_PKZ_196X_Horse_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,89,yes,kama1351
kama1351_T054,doreco_kama1351_PKZ_196X_HorseDied_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,48,yes,kama1351
kama1351_T055,doreco_kama1351_PKZ_196X_KindPriest_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,95,yes,kama1351
kama1351_T056,doreco_kama1351_PKZ_196X_LittleGoat_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,83,yes,kama1351
kama1351_T057,doreco_kama1351_PKZ_196X_Lutonyushka_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,219,yes,kama1351
kama1351_T058,doreco_kama1351_PKZ_196X_Magpie_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,70,yes,kama1351
kama1351_T059,doreco_kama1351_PKZ_196X_MagpieChild_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,37,yes,kama1351
kama1351_T060,doreco_kama1351_PKZ_196X_ManAndBear_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,142,yes,kama1351
kama1351_T061,doreco_kama1351_PKZ_196X_ManAndHare_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,punctual,94,yes,kama1351
kama1351_T062,doreco_kama1351_PKZ_196X_ManBeatsAGirl_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,45,yes,kama1351
kama1351_T063,doreco_kama1351_PKZ_196X_ManSowsGold_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,80,yes,kama1351
kama1351_T064,doreco_kama1351_PKZ_196X_ManWithSheep_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,84,yes,kama1351
kama1351_T065,doreco_kama1351_PKZ_196X_MiceBuryCat_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,52,yes,kama1351
kama1351_T066,doreco_kama1351_PKZ_196X_Misc_nar,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,40,yes,kama1351
kama1351_T067,doreco_kama1351_PKZ_196X_Morozko_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,267,yes,kama1351
kama1351_T068,doreco_kama1351_PKZ_196X_MosquitoAndBear_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,133,yes,kama1351
kama1351_T069,doreco_kama1351_PKZ_196X_NikitaKozhemyaka_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,167,yes,kama1351
kama1351_T070,doreco_kama1351_PKZ_196X_Princess_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,245,yes,kama1351
kama1351_T071,doreco_kama1351_PKZ_196X_QuarrelWithDevil_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,129,yes,kama1351
kama1351_T072,doreco_kama1351_PKZ_196X_RedCap_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,171,yes,kama1351
kama1351_T073,doreco_kama1351_PKZ_196X_Riddles_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,150,yes,kama1351
kama1351_T074,doreco_kama1351_PKZ_196X_Rooster_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,80,yes,kama1351
kama1351_T075,doreco_kama1351_PKZ_196X_ScarlettFlower_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,368,no,kama1351
kama1351_T076,doreco_kama1351_PKZ_196X_SevenGoatlings_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,202,no,kama1351
kama1351_T077,doreco_kama1351_PKZ_196X_SheepAndPriest_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,73,no,kama1351
kama1351_T078,doreco_kama1351_PKZ_196X_SixFools_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,87,no,kama1351
kama1351_T079,doreco_kama1351_PKZ_196X_Snake_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,237,no,kama1351
kama1351_T080,doreco_kama1351_PKZ_196X_SoldierAndDevil_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,75,no,kama1351
kama1351_T081,doreco_kama1351_PKZ_196X_SoldierSchool_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,139,no,kama1351
kama1351_T082,doreco_kama1351_PKZ_196X_StingyMan_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,48,yes,kama1351
kama1351_T083,doreco_kama1351_PKZ_196X_StingyMan2_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,65,yes,kama1351
kama1351_T084,doreco_kama1351_PKZ_196X_StupidMan_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,89,yes,kama1351
kama1351_T085,doreco_kama1351_PKZ_196X_StupidWolf_continuation_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,medium,none,86,yes,kama1351
kama1351_T086,doreco_kama1351_PKZ_196X_StupidWolf_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,290,yes,kama1351
kama1351_T087,doreco_kama1351_PKZ_196X_SU0191,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,1083,yes,kama1351
kama1351_T088,doreco_kama1351_PKZ_196X_SU0220_rest1_misc,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,196,yes,kama1351
kama1351_T089,doreco_kama1351_PKZ_196X_SU0220_rest2_misc,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,39,no,kama1351
kama1351_T090,doreco_kama1351_PKZ_196X_SU0228,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,1037,no,kama1351
kama1351_T091,doreco_kama1351_PKZ_196X_SunMoonAndRaven_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,261,yes,kama1351
kama1351_T092,doreco_kama1351_PKZ_196X_SunWindFrost_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,44,yes,kama1351
kama1351_T093,doreco_kama1351_PKZ_196X_SysojKosoj_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,241,yes,kama1351
kama1351_T094,doreco_kama1351_PKZ_196X_ThreeBears_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,124,no,kama1351
kama1351_T095,doreco_kama1351_PKZ_196X_ThreeBeasts2_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,47,no,kama1351
kama1351_T096,doreco_kama1351_PKZ_196X_ThreeBeastsEatFat_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,71,no,kama1351
kama1351_T097,doreco_kama1351_PKZ_196X_TopsAndRoots_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,94,no,kama1351
kama1351_T098,doreco_kama1351_PKZ_196X_TripToAginskoe_nar,PKZ,70,approximate,f,1964,approximate,personal narrative,na,all,Russian/English/German,good,none,137,no,kama1351
kama1351_T099,doreco_kama1351_PKZ_196X_TripToAginskoe2_nar,PKZ,70,approximate,f,1964,approximate,personal narrative,na,all,Russian/English/German,good,none,172,no,kama1351
kama1351_T100,doreco_kama1351_PKZ_196X_TwistedArm_nar,PKZ,70,approximate,f,1964,approximate,personal narrative,na,all,Russian/English/German,good,none,26,no,kama1351
kama1351_T101,doreco_kama1351_PKZ_196X_UnluckyDog_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,105,no,kama1351
kama1351_T102,doreco_kama1351_PKZ_196X_Xavroshechka_flk,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,306,no,kama1351
kama1351_T103,doreco_kama1351_PKZ_196X_SU0203,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,889,yes,kama1351
kama1351_T104,doreco_kama1351_PKZ_196X_SU0210,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,965,yes,kama1351
kama1351_T105,doreco_kama1351_PKZ_196X_SU0212,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,685,yes,kama1351
kama1351_T106,doreco_kama1351_PKZ_196X_SU0213,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,medium,constant,806,yes,kama1351
kama1351_T107,doreco_kama1351_PKZ_196X_SU0214,PKZ,70,approximate,f,1964,approximate,personal narrative,na,all,Russian/English/German,medium,constant,864,yes,kama1351
kama1351_T108,doreco_kama1351_PKZ_196X_SU0215,PKZ,70,approximate,f,1964,approximate,personal narrative,na,all,Russian/English/German,medium,constant,924,no,kama1351
kama1351_T109,doreco_kama1351_PKZ_196X_SU0216,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,medium,constant,1007,yes,kama1351
kama1351_T110,doreco_kama1351_PKZ_196X_SU0217,PKZ,70,approximate,f,1964,approximate,personal narrative,na,all,Russian/English/German,medium,constant,862,no,kama1351
kama1351_T111,doreco_kama1351_PKZ_196X_SU0218,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,medium,constant,981,yes,kama1351
kama1351_T112,doreco_kama1351_PKZ_196X_SU0221,PKZ,70,approximate,f,1964,approximate,personal narrative,na,all,Russian/English/German,medium,constant,836,yes,kama1351
kama1351_T113,doreco_kama1351_PKZ_196X_SU0222,PKZ,70,approximate,f,1964,approximate,personal narrative,na,all,Russian/English/German,medium,constant,773,no,kama1351
kama1351_T114,doreco_kama1351_PKZ_196X_SU0223,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,medium,constant,884,yes,kama1351
kama1351_T115,doreco_kama1351_PKZ_196X_SU0224,PKZ,70,approximate,f,1964,approximate,personal narrative,na,all,Russian/English/German,medium,constant,878,no,kama1351
kama1351_T116,doreco_kama1351_PKZ_196X_SU0225,PKZ,70,approximate,f,1964,approximate,personal narrative,na,all,Russian/English/German,medium,constant,939,no,kama1351
kama1351_T117,doreco_kama1351_PKZ_196X_SU0226,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,medium,constant,1162,yes,kama1351
kama1351_T118,doreco_kama1351_PKZ_196X_SU0227,PKZ,70,approximate,f,1964,approximate,traditional narrative,na,all,Russian/English/German,medium,constant,954,yes,kama1351
kama1351_T119,doreco_kama1351_PKZ_196X_SU0229,PKZ,70,approximate,f,1964,approximate,personal narrative,na,all,Russian/English/German,medium,constant,808,no,kama1351
kama1351_T120,doreco_kama1351_PKZ_1964_SU0204,PKZ,70,approximate,f,1964,approximate,procedural,na,all,Russian/English/German,medium,none,649,yes,kama1351
kama1351_T121,doreco_kama1351_PKZ_1964_SU0205,PKZ,70,approximate,f,1964,approximate,personal narrative,na,all,Russian/English/German,medium,none,749,no,kama1351
kama1351_T122,doreco_kama1351_PKZ_1964_SU0206,PKZ,70,approximate,f,1964,approximate,personal narrative,na,all,Russian/English/German,medium,none,682,yes,kama1351
kama1351_T123,doreco_kama1351_PKZ_1964_SU0207,PKZ,70,approximate,f,1964,approximate,personal narrative,na,all,Russian/English/German,good,none,831,yes,kama1351
kama1351_T124,doreco_kama1351_PKZ_1964_SU0208,PKZ,70,approximate,f,1964,approximate,personal narrative,na,all,Russian/English/German,good,none,812,yes,kama1351
kama1351_T125,doreco_kama1351_PKZ_1964_SU0209,PKZ,70,approximate,f,1964,approximate,personal narrative,na,all,Russian/English/German,good,none,848,yes,kama1351
kama1351_T126,doreco_kama1351_PKZ_1964_SU0211,PKZ,70,approximate,f,1964,approximate,personal narrative,na,all,Russian/English/German,good,none,780,no,kama1351
kama1351_T127,doreco_kama1351_PKZ_1970_F0205-01,PKZ,75,approximate,f,1970,approximate,personal narrative,na,all,Russian/English/German,good,none,1221,yes,kama1351
kama1351_T128,doreco_kama1351_PKZ_1970_F0205-02,PKZ,75,approximate,f,1970,approximate,traditional narrative,na,all,Russian/English/German,good,none,1602,yes,kama1351
kama1351_T129,doreco_kama1351_PKZ_1970_F0255,PKZ,75,approximate,f,1970,approximate,personal narrative,na,all,Russian/English/German,bad,none,286,yes,kama1351
kama1351_T141,doreco_kama1351_SAE_196X_SU0231,SAE,70,approximate,f,1970,approximate,traditional narrative,na,all,Russian/English/German,medium,constant,552,yes,kama1351
kama1351_T142,doreco_kama1351_SAE_196X_SU0232,SAE,70,approximate,f,1970,approximate,personal narrative,na,all,Russian/English/German,medium,constant,760,yes,kama1351
kark1256_T004,doreco_kark1256_D12OASKinship1,KBK/OAS,32/31,certain/certain,m/m,2012-05-02,certain,personal narrative,na,none,English,medium,none,280,no,kark1256
kark1256_T005,doreco_kark1256_D12OASKinship2,KBK/OAS,32/31,certain/certain,m/m,2012-05-02,certain,personal narrative,na,none,English,medium,none,146,no,kark1256
kark1256_T007,doreco_kark1256_D13GAKClans,KBK/GAK,33/66,certain/certain,m/m,2013-05-20,certain,personal narrative,na,none,English,medium,punctual,1386,no,kark1256
kark1256_T008,doreco_kark1256_D13GAKFarming,KBK/GAK,33/66,certain/certain,m/m,2013-05-10,certain,personal narrative,na,none,English,medium,punctual,866,no,kark1256
kark1256_T010,doreco_kark1256_D13GAKPerformances,KBK/GAK,33/66,certain/certain,m/m,2013-05-24,certain,personal narrative,na,none,English,good,punctual,1013,no,kark1256
kark1256_T014,doreco_kark1256_D13NHKCattlebreeding,KBK/NHK,33/65,certain/certain,m/m,2013-02-01,certain,personal narrative,na,none,English,good,none,321,no,kark1256
kark1256_T015,doreco_kark1256_D13NHKExternalrelations,KBK/NHK,33/65,certain/certain,m/m,2013-02-01,certain,personal narrative,na,none,English,good,punctual,413,no,kark1256
kark1256_T016,doreco_kark1256_D13NHKFarmingcycle,KBK/NHK,33/65,certain/certain,m/m,2013-02-01,certain,personal narrative,na,none,English,good,none,828,no,kark1256
kark1256_T017,doreco_kark1256_D13NHKFestivals,KBK/NHK,33/65,certain/certain,m/m,2013-02-01,certain,personal narrative,na,none,English,good,none,734,no,kark1256
kark1256_T018,doreco_kark1256_D13NHKHousebuilding,KBK/NHK,33/65,certain/certain,m/m,2013-02-01,certain,personal narrative,na,none,English,good,none,268,no,kark1256
kark1256_T019,doreco_kark1256_D13NHKPoliticalstructure,KBK/NHK,33/65,certain/certain,m/m,2013-02-01,certain,personal narrative,na,none,English,good,none,212,no,kark1256
kark1256_T020,doreco_kark1256_D13NHKRituals,KBK/NHK,33/65,certain/certain,m/m,2013-02-01,certain,personal narrative,na,none,English,good,none,286,no,kark1256
kark1256_T021,doreco_kark1256_D13NHKWedding,KBK/NHK,33/65,certain/certain,m/m,2013-02-01,certain,personal narrative,na,none,English,good,none,463,no,kark1256
kark1256_T022,doreco_kark1256_D13NHKYearcycle,KBK/NHK,33/65,certain/certain,m/m,2013-02-01,certain,personal narrative,na,none,English,good,none,438,no,kark1256
kark1256_T041,doreco_kark1256_N13GAKHistory,KBK/GAK,33/66,certain/certain,m/m,2013-05-24,certain,personal narrative,na,none,English,medium,punctual,1012,no,kark1256
kark1256_T042,doreco_kark1256_N13HSDAnimalStory,HSD,60,certain,f,2013-08-30,certain,personal narrative,na,none,English,medium,punctual,599,no,kark1256
komn1238_T001,doreco_komn1238_tci20100905a,ABB,60,certain,m,2010-09-05,certain,traditional narrative,na,all,English,good,na,454,no,komn1238
komn1238_T002,doreco_komn1238_tci20110802a,ABB,60,certain,m,2011-08-02,certain,traditional narrative,na,all,English,good,na,530,no,komn1238
komn1238_T003,doreco_komn1238_tci20110810a-01,MAB,68,certain,m,2011-08-10,certain,personal narrative,na,all,English,good,na,210,no,komn1238
komn1238_T004,doreco_komn1238_tci20110810a-02,MAB,68,certain,m,2011-08-10,certain,personal narrative,na,all,English,good,na,266,no,komn1238
komn1238_T006,doreco_komn1238_tci20110817a-02,ABB,60,certain,m,2011-08-17,certain,personal narrative,na,all,English,good,na,416,no,komn1238
komn1238_T016,doreco_komn1238_tci20120815a,ABB,60,certain,m,2012-08-15,certain,personal narrative,na,all,English,good,na,343,no,komn1238
komn1238_T017,doreco_komn1238_tci20120817a-02,ABB,60,certain,m,2012-08-17,certain,personal narrative,na,all,English,good,na,143,no,komn1238
komn1238_T019,doreco_komn1238_tci20120821a-01,LNA,56,certain,f,2012-08-21,certain,personal narrative,na,all,English,good,na,300,no,komn1238
komn1238_T023,doreco_komn1238_tci20120901a-01,MAK,63,certain,m,2012-09-01,certain,traditional narrative,na,all,English,good,na,858,no,komn1238
komn1238_T024,doreco_komn1238_tci20120904a-01,MAB,68,certain,m,2012-09-04,certain,personal narrative,na,all,English,good,na,580,no,komn1238
komn1238_T025,doreco_komn1238_tci20120904a-02,MAB,68,certain,m,2012-09-04,certain,personal narrative,na,all,English,good,na,983,no,komn1238
komn1238_T026,doreco_komn1238_tci20120906a,MAB/SKK,68/38,certain/certain,m/m,2012-09-06,certain,conversation,na,all,English,good,na,681,no,komn1238
komn1238_T029,doreco_komn1238_tci20120922a-08,DAK,38,certain,m,2012-09-22,certain,traditional narrative,na,all,English,good,na,573,no,komn1238
komn1238_T046,doreco_komn1238_tci20130823a-08,WAM,32,certain,f,2013-08-23,certain,personal narrative,na,all,English,good,na,258,no,komn1238
komn1238_T050,doreco_komn1238_tci20130903v-03,MKW,35,certain,m,2013-09-03,certain,personal narrative,na,all,English,good,na,643,no,komn1238
komn1238_T051,doreco_komn1238_tci20130903v-04,RNA,28,certain,f,2013-09-03,certain,traditional narrative,na,all,English,good,na,607,no,komn1238
komn1238_T054,doreco_komn1238_tci20130911v-03,MBR,40,certain,f,2013-09-11,certain,personal narrative,na,all,English,good,na,376,no,komn1238
komn1238_T056,doreco_komn1238_tci20130923a-01,ALB,34,certain,f,2013-09-23,certain,traditional narrative,na,all,English,good,na,255,no,komn1238
komn1238_T065,doreco_komn1238_tci20150919v-05,LNA/SKK,56/38,certain/certain,f/m,2015-09-19,certain,conversation,na,all,English,good,na,1416,no,komn1238
komn1238_T005,doreco_komn1238_tci20110813a-09,DAK,38,certain,m,2011-08-13,certain,personal narrative,na,all,English,medium,na,355,yes,komn1238
komn1238_T007,doreco_komn1238_tci20111004a,RMA/TSA/MAE,31/24/25,certain/certain/certain,m/m/m,2011-10-04,certain,stimulus retelling,Family Problems Picture Series,all,English,medium,na,2950,yes,komn1238
komn1238_T009,doreco_komn1238_tci20111107a-01,MAK,63,certain,m,2011-11-07,certain,traditional narrative,na,all,English,medium,na,936,yes,komn1238
komn1238_T010,doreco_komn1238_tci20111107a-03,RNA,28,certain,f,2011-11-07,certain,stimulus retelling,na,all,English,medium,na,251,yes,komn1238
komn1238_T012,doreco_komn1238_tci20111119a-06,MAB/ROM,68/40,certain/certain,m/m,2011-11-19,certain,traditional narrative,na,all,English,medium,na,611,yes,komn1238
komn1238_T013,doreco_komn1238_tci20111119v-01,ABB,60,certain,m,2011-11-19,certain,traditional narrative,na,all,English,medium,na,790,yes,komn1238
komn1238_T014,doreco_komn1238_tci20120805a-01,ABB,60,certain,m,2012-08-05,certain,personal narrative,na,none,English,medium,na,2913,yes,komn1238
komn1238_T015,doreco_komn1238_tci20120814a,ABB,60,certain,m,2012-08-14,certain,personal narrative,na,none,English,medium,na,2276,yes,komn1238
komn1238_T018,doreco_komn1238_tci20120818a,ABB,60,certain,m,2012-08-18,certain,personal narrative,na,none,English,good,na,341,yes,komn1238
komn1238_T020,doreco_komn1238_tci20120821a-02,LNA,56,certain,f,2012-08-21,certain,personal narrative,na,none,English,medium,na,362,yes,komn1238
komn1238_T021,doreco_komn1238_tci20120824a,KAA,42,certain,m,2012-08-24,certain,procedural,na,none,English,medium,na,536,yes,komn1238
komn1238_T022,doreco_komn1238_tci20120827a-03,KUT,42,certain,m,2012-08-27,certain,traditional narrative,na,none,English,medium,na,865,yes,komn1238
komn1238_T027,doreco_komn1238_tci20120909v-06,KAB,65,certain,m,2012-09-09,certain,traditional narrative,na,none,English,good,na,641,yes,komn1238
komn1238_T028,doreco_komn1238_tci20120914a,RNA,28,certain,f,2012-09-14,certain,procedural,na,none,English,good,na,231,yes,komn1238
komn1238_T030,doreco_komn1238_tci20120922a-09,DAK,38,certain,m,2012-09-22,certain,traditional narrative,na,none,English,good,na,235,yes,komn1238
